Id	Cvs[1]	Cvs[2]	Cvs[3]	CvContent[1]	CvContent[2]	CvContent[3]
106047	106047	206047	306047	你就这么舍不得我吗~不过再舍不得也要去休息休息才行！	你就这么舍不得我吗~不过再舍不得也要去休息休息才行！	你就这么舍不得我吗~不过再舍不得也要去休息休息才行！
106048	106048	206048	306048	连接太久对身体不好的，听我的话，去休息一下吧~	连接太久对身体不好的，听我的话，去休息一下吧~	连接太久对身体不好的，听我的话，去休息一下吧~
106049	106049	206049	306049	嗯~？你来啦！一起奋战吧！	嗯~？你来啦！一起奋战吧！	嗯~？你来啦！一起奋战吧！
106050	106050	206050	306050	今天也很有精神嘛！	今天也很有精神嘛！	今天也很有精神嘛！
106051	106051	206051	306051	哈~你来啦！走走走，一起大显身手！	哈~你来啦！走走走，一起大显身手！	哈~你来啦！走走走，一起大显身手！
106052	106052	206052	306052	我不管，今天你要让我当队长！	我不管，今天你要让我当队长！	我不管，今天你要让我当队长！
106053	106053	206053	306053	你为什么这么久都没有回来？	你为什么这么久都没有回来？	你为什么这么久都没有回来？
106054	106054	206054	306054	感觉我们很久没见了！你都去哪里了呀！	感觉我们很久没见了！你都去哪里了呀！	感觉我们很久没见了！你都去哪里了呀！
106055	106055	206055	306055	你是不要我了吗……好久都不来看我了……	你是不要我了吗……好久都不来看我了……	你是不要我了吗……好久都不来看我了……
106056	106056	206056	306056	不管多久我都会等着你回来，你看，你这不是回来了吗~	不管多久我都会等着你回来，你看，你这不是回来了吗~	不管多久我都会等着你回来，你看，你这不是回来了吗~
106057	106057	206057	306057	啊啊啊喂喂喂——！	啊啊啊喂喂喂——！	啊啊啊喂喂喂——！
106058	106058	206058	306058	我、我我我有点晕！	我、我我我有点晕！	我、我我我有点晕！
106059	106059	206059	306059	嘿嘿，想不到吧，我已经适应了！	嘿嘿，想不到吧，我已经适应了！	嘿嘿，想不到吧，我已经适应了！
106060	106060	206060	306060	下次换一种方法，这个已经难不倒我啦！	下次换一种方法，这个已经难不倒我啦！	下次换一种方法，这个已经难不倒我啦！
106061	106061	206061	306061	啊——	啊——	啊——
106062	106062	206062	306062	哔——您戳的用户已当机——	哔——您戳的用户已当机——	哔——您戳的用户已当机——
106063	106063	206063	306063	哎哎，戳一下要给钱的！	哎哎，戳一下要给钱的！	哎哎，戳一下要给钱的！
106064	106064	206064	306064	嗳，戳了这么多下，我可都记着，以后要找你要回来的！	嗳，戳了这么多下，我可都记着，以后要找你要回来的！	嗳，戳了这么多下，我可都记着，以后要找你要回来的！
106065	106065	206065	306065	哇你好厉害！活跃度满分了耶！	哇你好厉害！活跃度满分了耶！	哇你好厉害！活跃度满分了耶！
106066	106066	206066	306066	哈！打的真爽快！	哈！打的真爽快！	哈！打的真爽快！
106067	106067	206067	306067	辛苦辛苦！下次出战记得带上我呀！	辛苦辛苦！下次出战记得带上我呀！	辛苦辛苦！下次出战记得带上我呀！
106068	106068	206068	306068	电力能源不足啦——！接下来可还有好几场要打呢！	电力能源不足啦——！接下来可还有好几场要打呢！	电力能源不足啦——！接下来可还有好几场要打呢！
106069	106069	206069	306069	早，今天基地并没有什么异常	早，今天基地并没有什么异常	早，今天基地并没有什么异常
106070	106070	206070	306070	你有好好吃饭吗？等会儿如果饿了我们可没有东西给你吃。	你有好好吃饭吗？等会儿如果饿了我们可没有东西给你吃。	你有好好吃饭吗？等会儿如果饿了我们可没有东西给你吃。
106071	106071	206071	306071	如今的地球在夜晚看不到星星，有这个闲心看，不如多思考一下明天的战斗。	如今的地球在夜晚看不到星星，有这个闲心看，不如多思考一下明天的战斗。	如今的地球在夜晚看不到星星，有这个闲心看，不如多思考一下明天的战斗。
106072	106072	206072	306072	我现在的战斗力不输里和渡边，所以请把重要的任务放心交给我吧！	我现在的战斗力不输里和渡边，所以请把重要的任务放心交给我吧！	我现在的战斗力不输里和渡边，所以请把重要的任务放心交给我吧！
106073	106073	206073	306073	你是我见过的最奇特的指挥官……不过我不讨厌，嘿嘿~	你是我见过的最奇特的指挥官……不过我不讨厌，嘿嘿~	你是我见过的最奇特的指挥官……不过我不讨厌，嘿嘿~
106074	106074	206074	306074	我已经迫不及待地想和你并肩战斗了！	我已经迫不及待地想和你并肩战斗了！	我已经迫不及待地想和你并肩战斗了！
106075	106075	206075	306075	我变了很多吗？只要是为了你，我愿意做出任何的改变。	我变了很多吗？只要是为了你，我愿意做出任何的改变。	我变了很多吗？只要是为了你，我愿意做出任何的改变。
106076	106076	206076	306076	收复地球之后我要干些什么？反正能在你身边就行！	收复地球之后我要干些什么？反正能在你身边就行！	收复地球之后我要干些什么？反正能在你身边就行！
106077	106077	206077	306077	你永远是我鼓起勇气前行的力量。	你永远是我鼓起勇气前行的力量。	你永远是我鼓起勇气前行的力量。
106078	106078	206078	306078	我若能成为太阳，那么我的光和热，都将成为守护你的存在。	我若能成为太阳，那么我的光和热，都将成为守护你的存在。	我若能成为太阳，那么我的光和热，都将成为守护你的存在。
106079	106079	206079	306079	无论如何，你身边最重要的那个位置，要是我的！	无论如何，你身边最重要的那个位置，要是我的！	无论如何，你身边最重要的那个位置，要是我的！
106080	106080	206080	306080	我记得人类是怎么称呼这样的关系来着？兄弟？	我记得人类是怎么称呼这样的关系来着？兄弟？	我记得人类是怎么称呼这样的关系来着？兄弟？
106081	106081	206081	306081	我从书本上学到一个词，叫男闺蜜，是用来形容我的吗？	我从书本上学到一个词，叫男闺蜜，是用来形容我的吗？	我从书本上学到一个词，叫男闺蜜，是用来形容我的吗？
106082	106082	206082	306082	我们这算是很好的关系了吗？	我们这算是很好的关系了吗？	我们这算是很好的关系了吗？
106083	106083	206083	306083	这种感觉有点无法形容，不过我知道这是美好的。	这种感觉有点无法形容，不过我知道这是美好的。	这种感觉有点无法形容，不过我知道这是美好的。
106084	106084	206084	306084	虽然我还是不太懂笑容对人类来说意味着什么，但是你喜欢的话，我就笑给你看！	虽然我还是不太懂笑容对人类来说意味着什么，但是你喜欢的话，我就笑给你看！	虽然我还是不太懂笑容对人类来说意味着什么，但是你喜欢的话，我就笑给你看！
106085	106085	206085	306085	我的喜欢未经允许，却依然那么热烈的想要呈现给你。	我的喜欢未经允许，却依然那么热烈的想要呈现给你。	我的喜欢未经允许，却依然那么热烈的想要呈现给你。
106086	106086	206086	306086	这份感情就算会让我的意识海燃烧殆尽，我也无怨无悔。	这份感情就算会让我的意识海燃烧殆尽，我也无怨无悔。	这份感情就算会让我的意识海燃烧殆尽，我也无怨无悔。
106087	106087	206087	306087	你不就喜欢这些小玩意儿吗？	你不就喜欢这些小玩意儿吗？	你不就喜欢这些小玩意儿吗？
106088	106088	206088	306088	我记得你还挺喜欢这种的。	我记得你还挺喜欢这种的。	我记得你还挺喜欢这种的。
106089	106089	206089	306089	这个我只给你带了一份，独一无二！别让其他人看见啦！	这个我只给你带了一份，独一无二！别让其他人看见啦！	这个我只给你带了一份，独一无二！别让其他人看见啦！
106090	106090	206090	306090	比起这些小礼物，我其实更想把自己送给你……完全的属于你……	比起这些小礼物，我其实更想把自己送给你……完全的属于你……	比起这些小礼物，我其实更想把自己送给你……完全的属于你……
106091	106091	206091	306091	你不会是去偷懒了吧？	你不会是去偷懒了吧？	你不会是去偷懒了吧？
106092	106092	206092	306092	战斗马上要开始了，怎么这会儿不见人了？	战斗马上要开始了，怎么这会儿不见人了？	战斗马上要开始了，怎么这会儿不见人了？
106093	106093	206093	306093	喂喂~把我一个人留在这里，也太狠心吧？	喂喂~把我一个人留在这里，也太狠心吧？	喂喂~把我一个人留在这里，也太狠心吧？
106094	106094	206094	306094	要是你觉得无聊的话，就和我一起浪迹天涯吧！开玩笑开玩笑……	要是你觉得无聊的话，就和我一起浪迹天涯吧！开玩笑开玩笑……	要是你觉得无聊的话，就和我一起浪迹天涯吧！开玩笑开玩笑……
